region,category,parameter,mode,powertrain,year,unit,value
Belgium,Historical,EV stock share,Trucks,EV,2010,percent,0.0013000000035390258
Belgium,Historical,EV stock share,Trucks,EV,2011,percent,0.004000000189989805
Belgium,Historical,EV stock share,Trucks,EV,2012,percent,0.004699999932199717
Belgium,Historical,EV stock share,Trucks,EV,2013,percent,0.004800000227987766
Belgium,Historical,EV stock share,Trucks,EV,2014,percent,0.007499999832361937
Belgium,Historical,EV stock share,Trucks,EV,2015,percent,0.008200000040233135
Belgium,Historical,EV stock share,Trucks,EV,2016,percent,0.008999999612569809
Belgium,Historical,EV stock share,Trucks,EV,2017,percent,0.009700000286102295
Belgium,Historical,EV stock share,Trucks,EV,2018,percent,0.012000000104308128
Belgium,Historical,EV stock share,Trucks,EV,2019,percent,0.012000000104308128
Belgium,Historical,EV stock share,Trucks,EV,2020,percent,0.012000000104308128
Belgium,Historical,EV stock share,Trucks,EV,2021,percent,0.013000000268220901
Canada,Historical,EV stock share,Trucks,EV,2020,percent,0.0006399999838322401
Canada,Historical,EV stock share,Trucks,EV,2021,percent,0.0006399999838322401
China,Historical,EV stock share,Trucks,EV,2012,percent,0.0003100000030826777
China,Historical,EV stock share,Trucks,EV,2013,percent,0.002099999925121665
China,Historical,EV stock share,Trucks,EV,2014,percent,0.0026000000070780516
China,Historical,EV stock share,Trucks,EV,2015,percent,0.03200000151991844
China,Historical,EV stock share,Trucks,EV,2016,percent,0.052000001072883606
China,Historical,EV stock share,Trucks,EV,2017,percent,0.06599999964237213
China,Historical,EV stock share,Trucks,EV,2018,percent,0.08399999886751175
China,Historical,EV stock share,Trucks,EV,2019,percent,0.10999999940395355
China,Historical,EV stock share,Trucks,EV,2020,percent,0.11999999731779099
China,Historical,EV stock share,Trucks,EV,2021,percent,0.17000000178813934
Denmark,Historical,EV stock share,Trucks,EV,2010,percent,0.019999999552965164
Denmark,Historical,EV stock share,Trucks,EV,2011,percent,0.023000000044703484
Denmark,Historical,EV stock share,Trucks,EV,2012,percent,0.023000000044703484
Denmark,Historical,EV stock share,Trucks,EV,2013,percent,0.026000000536441803
Denmark,Historical,EV stock share,Trucks,EV,2014,percent,0.027000000700354576
Denmark,Historical,EV stock share,Trucks,EV,2015,percent,0.027000000700354576
Denmark,Historical,EV stock share,Trucks,EV,2016,percent,0.01899999938905239
Denmark,Historical,EV stock share,Trucks,EV,2017,percent,0.01899999938905239
Denmark,Historical,EV stock share,Trucks,EV,2018,percent,0.01899999938905239
Denmark,Historical,EV stock share,Trucks,EV,2019,percent,0.029999999329447746
Denmark,Historical,EV stock share,Trucks,EV,2020,percent,0.06199999898672104
Denmark,Historical,EV stock share,Trucks,EV,2021,percent,0.11999999731779099
Europe,Historical,EV stock share,Trucks,EV,2010,percent,0.0031999999191612005
Europe,Historical,EV stock share,Trucks,EV,2011,percent,0.0035000001080334187
Europe,Historical,EV stock share,Trucks,EV,2012,percent,0.00430000014603138
Europe,Historical,EV stock share,Trucks,EV,2013,percent,0.0044999998062849045
Europe,Historical,EV stock share,Trucks,EV,2014,percent,0.004900000058114529
Europe,Historical,EV stock share,Trucks,EV,2015,percent,0.007899999618530273
Europe,Historical,EV stock share,Trucks,EV,2016,percent,0.008100000210106373
Europe,Historical,EV stock share,Trucks,EV,2017,percent,0.008299999870359898
Europe,Historical,EV stock share,Trucks,EV,2018,percent,0.008700000122189522
Europe,Historical,EV stock share,Trucks,EV,2019,percent,0.013000000268220901
