Medium,Date,Economy,Frequency,Dataset,Source,Drive,Vehicle Type,Transport Type,Value,Measure,Unit,Fuel,Scope
air,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,112.75248891815443,Energy,PJ,all,national
air,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,258.1948340849563,Energy,PJ,all,national
air,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,21.513030540134476,Energy,PJ,all,national
air,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,940.3320968718155,Energy,PJ,all,national
air,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.07361620417804875,Energy,PJ,all,national
air,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,180.80132731376438,Energy,PJ,all,national
air,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,131.33161249547533,Energy,PJ,all,national
air,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,50.66678105206221,Energy,PJ,all,national
air,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,114.1907056063388,Energy,PJ,all,national
air,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.5624082633516382,Energy,PJ,all,national
air,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,13.92613416,Energy,PJ,all,national
air,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,5.873582760332899,Energy,PJ,all,national
air,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,31.52947825585388,Energy,PJ,all,national
air,2017-12-31,15_RP,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,18.816334451465778,Energy,PJ,all,national
air,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,226.1790876996,Energy,PJ,all,national
air,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,10.316956737771333,Energy,PJ,all,national
air,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,31.838851794588713,Energy,PJ,all,national
air,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,2144.398367317845,Energy,PJ,all,national
air,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,31.649819956885597,Energy,PJ,all,national
rail,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,10.798861767355465,Energy,PJ,all,national
rail,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,1.8924386469647494,Energy,PJ,all,national
rail,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.6555091252104293,Energy,PJ,all,national
rail,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,170.68530071945912,Energy,PJ,all,national
rail,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,3.1266528005226113,Energy,PJ,all,national
rail,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.6013517115864038,Energy,PJ,all,national
rail,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,65.76658540429425,Energy,PJ,all,national
rail,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,12.172057619182898,Energy,PJ,all,national
rail,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.9385062285619579,Energy,PJ,all,national
rail,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,5.687595460042659,Energy,PJ,all,national
rail,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.26707470630038693,Energy,PJ,all,national
rail,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.001490172377207312,Energy,PJ,all,national
rail,2017-12-31,15_RP,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.4428839690246305,Energy,PJ,all,national
rail,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,31.806258134541952,Energy,PJ,all,national
rail,2017-12-31,17_SIN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,9.96444000163417,Energy,PJ,all,national
rail,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,5.632110951614439,Energy,PJ,all,national
rail,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,3.542511287379865,Energy,PJ,all,national
rail,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,34.71871318986707,Energy,PJ,all,national
rail,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,1.1871660499789398,Energy,PJ,all,national
